Q9H7C9	GeneID	28971
Q13685	GeneID	14
Q13131	GeneID	5562
P54646	GeneID	5563
Q9Y312	GeneID	25980
Q4LEZ3	GeneID	441376
Q9BTE6	GeneID	80755
Q9UDR5	GeneID	10157
Q8NHS2	GeneID	137362
P17174	GeneID	2805
Q9NY61	GeneID	26574
P00505	GeneID	2806
Q7Z5M8	GeneID	145447
Q96GS6	GeneID	81926
Q5VST6	GeneID	51104
Q6PCB6	GeneID	58489
Q7Z5R6	GeneID	54518
P31941	GeneID	100913187
P31941	GeneID	200315
Q9UH17	GeneID	9582
Q9NRW3	GeneID	27350
Q96AK3	GeneID	140564
Q8IUX4	GeneID	200316
Q9HC16	GeneID	60489
Q6NTF7	GeneID	164668
O95477	GeneID	19
Q9BZC7	GeneID	20
Q99758	GeneID	21
P78363	GeneID	24
Q8WWZ7	GeneID	23461
Q8N139	GeneID	23460
Q8IZY2	GeneID	10347
O94911	GeneID	10351
Q8IUA7	GeneID	10350
Q8WWZ4	GeneID	10349
Q86UK0	GeneID	26154
Q86UQ4	GeneID	154664
Q2M3G0	GeneID	340273
Q9NP58	GeneID	10058
O75027	GeneID	22
Q9NP78	GeneID	23457
Q9NRK6	GeneID	23456
O95342	GeneID	8647
Q09428	GeneID	6833
O60706	GeneID	10060
P33897	GeneID	215
Q9UBJ2	GeneID	225
P28288	GeneID	5825
O14678	GeneID	5826
P61221	GeneID	6059
Q8NE71	GeneID	23
Q9UG63	GeneID	10061
Q9NUQ8	GeneID	55324
P45844	GeneID	9619
Q9UNQ0	GeneID	9429
Q9H172	GeneID	64137
Q9H222	GeneID	64240
Q9H221	GeneID	64241
Q8N2K0	GeneID	26090
Q0P651	GeneID	80167
P41238	GeneID	339
Q9Y235	GeneID	10930
Q8WW27	GeneID	403314
Q6UXT9	GeneID	116236
Q96SE0	GeneID	84696
P08910	GeneID	11057
Q8WU67	GeneID	171586
Q8TB40	GeneID	63874
Q8WTS1	GeneID	51099
Q9BV23	GeneID	57406
Q96I13	GeneID	79575
Q9NUJ1	GeneID	55347
Q8NFV4	GeneID	83451
Q7L211	GeneID	84945
Q9BUJ0	GeneID	25864
Q96IU4	GeneID	84836
O95870	GeneID	7920
Q9H3Z7	GeneID	140701
Q8IZP0	GeneID	10006
Q9NYB9	GeneID	10152
Q9P2A4	GeneID	51225
Q9NX38	GeneID	54942
P00519	GeneID	25
P42684	GeneID	27
O14639	GeneID	3983
Q6H8Q1	GeneID	84448
O94929	GeneID	22885
Q9P1F3	GeneID	58527
Q8N0Z2	GeneID	137735
Q6UWZ7	GeneID	84142
Q15018	GeneID	23172
Q12979	GeneID	29
Q9ULW3	GeneID	29777
Q969K4	GeneID	80325
Q8N961	GeneID	25841
A6QL63	GeneID	121551
Q13085	GeneID	31
O00763	GeneID	32
Q9UKU7	GeneID	27034
Q9H845	GeneID	28976
P28330	GeneID	33
P11310	GeneID	34
P16219	GeneID	35
P49748	GeneID	37
Q15027	GeneID	9744
Q15057	GeneID	23527
Q96P50	GeneID	116983
O00400	GeneID	9197
Q8NC06	GeneID	79777
Q5T8D3	GeneID	91452
Q9BR61	GeneID	84320
Q8N6N7	GeneID	414149
Q96GR2	GeneID	23205
Q5FVE4	GeneID	81616
P07108	GeneID	1622
Q6JQN1	GeneID	80724
Q709F0	GeneID	84129
P45954	GeneID	36
Q96AP0	GeneID	65057
Q9BYF1	GeneID	59272
Q8TDN7	GeneID	125981
Q5QJU3	GeneID	340485
Q9NUN7	GeneID	55331
P22303	GeneID	43
P12821	GeneID	1636
Q9GZZ6	GeneID	57053
Q15822	GeneID	1135
P32297	GeneID	1136
P43681	GeneID	1137
P30532	GeneID	1138
Q15825	GeneID	8973
P36544	GeneID	1139
P36544	GeneID	89832
Q9UGM1	GeneID	55584
P02708	GeneID	1134
P17787	GeneID	1141
Q05901	GeneID	1142
P30926	GeneID	1143
P11230	GeneID	1140
Q07001	GeneID	1144
Q04844	GeneID	1145
P07510	GeneID	1146
Q9UKV3	GeneID	22985
Q07912	GeneID	10188
Q6P4H8	GeneID	134145
Q16570	GeneID	2532
O00590	GeneID	1238
P25106	GeneID	57007
Q9NPB9	GeneID	51554
Q5JWF8	GeneID	170487
O96019	GeneID	86
O94805	GeneID	51412
Q9Y615	GeneID	10881
Q9Y614	GeneID	10880
P53396	GeneID	47
P11229	GeneID	1128
P08172	GeneID	1129
P20309	GeneID	1131
P08173	GeneID	1132
P08912	GeneID	1133
Q8TDX5	GeneID	130013
Q8WXI4	GeneID	26027
Q8WYK0	GeneID	134526
Q9NPJ3	GeneID	55856
P21399	GeneID	48
Q99798	GeneID	50
Q86TX2	GeneID	641371
P49753	GeneID	10965
Q8N9L9	GeneID	122970
Q3I5F7	GeneID	641372
O14734	GeneID	10005
Q9Y305	GeneID	23597
Q15067	GeneID	51
Q99424	GeneID	8309
O15254	GeneID	8310
Q9NUZ1	GeneID	55289
Q6ZNF0	GeneID	390928
P13798	GeneID	327
O14561	GeneID	4706
Q8NEB7	GeneID	84519
P10323	GeneID	49
Q08AH3	GeneID	123876
Q68CK6	GeneID	348158
Q9NUB1	GeneID	84532
Q9NR19	GeneID	55902
Q96CM8	GeneID	80221
Q4G176	GeneID	197322
Q4L235	GeneID	132949
P33121	GeneID	2180
O95573	GeneID	2181
O60488	GeneID	2182
Q9ULC5	GeneID	51703
Q9UKU0	GeneID	23305
Q08AH1	GeneID	116285
Q53FZ2	GeneID	6296
P0C7M7	GeneID	341392
Q6NUN0	GeneID	54988
Q6P461	GeneID	142827
Q9H6R3	GeneID	79611
P62736	GeneID	59
Q562R1	GeneID	345651
P60709	GeneID	60
P68032	GeneID	70
P63261	GeneID	71
Q01718	GeneID	4158
P63267	GeneID	72
Q9H568	GeneID	81569
Q8TC94	GeneID	284382
Q5BKX5	GeneID	284325
P12814	GeneID	87
P35609	GeneID	88
Q08043	GeneID	89
O43707	GeneID	81
P68133	GeneID	58
Q8TDG2	GeneID	139741
Q8TDY3	GeneID	140625
Q9BYD9	GeneID	84517
P42025	GeneID	10120
P61163	GeneID	10121
P36896	GeneID	91
Q8NER5	GeneID	130399
P37023	GeneID	94
Q04771	GeneID	90
Q03154	GeneID	95
P45381	GeneID	443
Q96HD9	GeneID	91703
P07311	GeneID	97
P14621	GeneID	98
O14672	GeneID	102
O75078	GeneID	4185
O43184	GeneID	8038
Q13444	GeneID	8751
P78536	GeneID	6868
Q9Y3Q7	GeneID	8749
Q9H013	GeneID	8728
P35348	GeneID	148
P35368	GeneID	147
P25100	GeneID	146
O43506	GeneID	8748
Q9UKJ8	GeneID	8747
Q9P0K1	GeneID	53616
O75077	GeneID	8745
Q9UKQ2	GeneID	10863
Q9UKF5	GeneID	11086
P08913	GeneID	150
P18089	GeneID	151
P18825	GeneID	152
Q9NZK5	GeneID	51816
Q9UKF2	GeneID	11085
Q8TC27	GeneID	203102
Q9BZ11	GeneID	80332
Q96M93	GeneID	132612
Q8NCV1	GeneID	161931
Q6DHV7	GeneID	161823
Q99965	GeneID	2515
Q9H2U9	GeneID	8756
P78325	GeneID	101
Q13443	GeneID	8754
O75689	GeneID	11033
Q9NPF8	GeneID	55803
O00116	GeneID	8540
Q9BUB4	GeneID	23536
Q7Z6V5	GeneID	134637
Q96EY9	GeneID	113179
P00813	GeneID	100
Q86TW2	GeneID	57143
Q7Z695	GeneID	90956
Q3MIX3	GeneID	203054
Q6P093	GeneID	344752
Q5VUY0	GeneID	126767
Q5VUY2	GeneID	343066
Q08828	GeneID	107
Q08462	GeneID	108
O60266	GeneID	109
Q8NFM4	GeneID	196883
O95622	GeneID	111
O43306	GeneID	112
P51828	GeneID	113
P40145	GeneID	114
O60503	GeneID	115
Q96PN6	GeneID	55811
P35611	GeneID	118
P35612	GeneID	119
Q9UEY8	GeneID	120
O15204	GeneID	27299
Q8N7X0	GeneID	79747
P07327	GeneID	124
P00325	GeneID	125
P00326	GeneID	126
P08319	GeneID	127
P28332	GeneID	130
P40394	GeneID	131
P11766	GeneID	128
Q0VDE8	GeneID	149685
Q5T7M4	GeneID	388581
Q15848	GeneID	9370
Q9Y2D8	GeneID	117178
Q15847	GeneID	10974
P55263	GeneID	132
Q7Z4H4	GeneID	79924
C9JUS6	GeneID	199800
P35318	GeneID	133
Q6IQ32	GeneID	22850
Q9H2P0	GeneID	23394
Q9BRR6	GeneID	83440
Q9NRN7	GeneID	60496
P54922	GeneID	141
Q3LIE5	GeneID	56985
Q9NX46	GeneID	54936
P08588	GeneID	153
P07550	GeneID	154
P13945	GeneID	155
Q16186	GeneID	11047
P22570	GeneID	2232
Q9GZN8	GeneID	54976
P12235	GeneID	291
P05141	GeneID	292
P12236	GeneID	293
Q9H0C2	GeneID	83447
Q96IZ2	GeneID	84830
P10109	GeneID	2230
Q8IUX7	GeneID	165
Q6ZN18	GeneID	121536
Q96SZ5	GeneID	84890
Q6UXC1	GeneID	158056
Q8WTP8	GeneID	64782
P55197	GeneID	8028
P55198	GeneID	4302
Q8TED9	GeneID	134265
Q8N4X5	GeneID	84632
Q13015	GeneID	10962
P42568	GeneID	4300
P55196	GeneID	4301
P43652	GeneID	173
Q8N556	GeneID	60312
P51825	GeneID	4299
P51816	GeneID	2334
P51826	GeneID	3899
Q9UHB7	GeneID	27125
Q8WV93	GeneID	246269
Q8NB90	GeneID	166378
Q9BVQ7	GeneID	79029
Q9Y4W6	GeneID	10939
Q6ULP2	GeneID	54812
Q5BKT4	GeneID	84920
Q5I7T1	GeneID	144245
C9J202	GeneID	644974
P06280	GeneID	2717
Q9UPQ3	GeneID	116987
Q99490	GeneID	116986
Q96P47	GeneID	116988
Q96P64	GeneID	119016
A6NIR3	GeneID	729092
Q5VW22	GeneID	414189
Q5VTM2	GeneID	642517
P52594	GeneID	3267
O95081	GeneID	3268
Q8N302	GeneID	55109
Q53H12	GeneID	55750
O95394	GeneID	5238
Q9UL18	GeneID	26523
Q9UKV8	GeneID	27161
Q9H9G7	GeneID	192669
Q9HCK5	GeneID	192670
O95994	GeneID	10551
Q8TD06	GeneID	155465
Q86SQ6	GeneID	84435
Q96PE1	GeneID	25960
Q8IWK6	GeneID	166647
O14514	GeneID	575
O60241	GeneID	576
O60242	GeneID	577
Q6QNK2	GeneID	283383
Q14246	GeneID	2015
Q9UHX3	GeneID	30817
Q9BY15	GeneID	84658
P48960	GeneID	976
Q5T601	GeneID	266977
Q8IZF5	GeneID	165082
Q8IZF3	GeneID	221393
Q8IZF2	GeneID	221395
Q9Y653	GeneID	9289
Q8IZP9	GeneID	10149
Q86Y34	GeneID	222487
Q8IZF6	GeneID	139378
Q8IZF4	GeneID	221188
Q86SQ4	GeneID	57211
Q96K78	GeneID	84873
O00468	GeneID	375790
O94910	GeneID	22859
O95490	GeneID	23266
Q9HAR2	GeneID	23284
Q9HBW9	GeneID	64123
O00253	GeneID	181
Q8WXG9	GeneID	84059
P21549	GeneID	189
Q9BYV1	GeneID	64902
P30556	GeneID	185
P50052	GeneID	186
Q5TGY3	GeneID	27245
Q8N157	GeneID	54806
Q8IVF2	GeneID	113146
Q09666	GeneID	79026
A9YTQ3	GeneID	57491
P35869	GeneID	196
O95433	GeneID	10598
Q9NZD4	GeneID	51327
Q9GZX7	GeneID	57379
Q96BJ3	GeneID	64853
Q9BQI0	GeneID	83543
P55008	GeneID	199
O95831	GeneID	9131
Q96NN9	GeneID	150209
Q9NVV5	GeneID	51390
O14862	GeneID	9447
Q12904	GeneID	9255
Q13155	GeneID	7965
Q16352	GeneID	9118
Q9NZN9	GeneID	23746
O00170	GeneID	9049
O43918	GeneID	326
Q9NX04	GeneID	54955
Q9UKB5	GeneID	55966
C9J069	GeneID	389813
Q96IF1	GeneID	84962
Q02040	GeneID	8227
P14550	GeneID	10327
O60218	GeneID	57016
C9JRZ8	GeneID	441282
Q04828	GeneID	1645
P52895	GeneID	1646
P42330	GeneID	8644
P17516	GeneID	1109
P51857	GeneID	6718
Q53H64	GeneID	55018
O43572	GeneID	11216
Q9UKA4	GeneID	11215
Q02952	GeneID	9590
Q86UN6	GeneID	158798
O43687	GeneID	9465
Q9P0M2	GeneID	9465
P0CW23	GeneID	642597
Q92667	GeneID	8165
O75969	GeneID	10566
Q5JQC9	GeneID	8852
P24588	GeneID	9495
Q13023	GeneID	9472
O43823	GeneID	10270
Q99996	GeneID	10142
Q5T2L2	GeneID	340811
Q96JD6	GeneID	83592
Q495B1	GeneID	348094
A6NHY2	GeneID	728780
Q9P2G1	GeneID	54467
Q9NQ31	GeneID	56672
Q9NWT8	GeneID	54998
Q9H9L7	GeneID	79647
Q53H80	GeneID	55122
Q7Z591	GeneID	80709
Q5T1N1	GeneID	254268
Q12802	GeneID	11214
Q9ULX6	GeneID	26993
P31749	GeneID	207
P31751	GeneID	208
Q9Y243	GeneID	10000
Q9H8T0	GeneID	64400
Q96B36	GeneID	84335
Q8N8R7	GeneID	120534
P00352	GeneID	216
O94788	GeneID	8854
P47895	GeneID	220
P30837	GeneID	219
O75891	GeneID	10840
Q3SY69	GeneID	160428
Q60I27	GeneID	259173
P30838	GeneID	218
P51648	GeneID	224
P43353	GeneID	221
P48448	GeneID	222
P30038	GeneID	8659
P20292	GeneID	241
P49419	GeneID	501
Q9H2A2	GeneID	64577
P49189	GeneID	223
P24298	GeneID	2875
Q8TD30	GeneID	84706
P02768	GeneID	213
P05091	GeneID	217
P04075	GeneID	226
P05062	GeneID	229
P09972	GeneID	230
P15121	GeneID	231
P84996	GeneID	2778
Q2TAA5	GeneID	440138
Q9BV10	GeneID	79087
Q9NP73	GeneID	79868
Q96F25	GeneID	199857
Q9BT22	GeneID	56052
Q9H553	GeneID	85365
Q92685	GeneID	10195
Q9Y673	GeneID	29880
Q9Y672	GeneID	29929
Q9BVK2	GeneID	79053
Q9H6U8	GeneID	79796
Q13686	GeneID	8846
Q6NS38	GeneID	121642
Q96Q83	GeneID	221120
Q9NXW9	GeneID	54784
Q6P6C2	GeneID	54890
Q3KRA9	GeneID	84964
Q9BT30	GeneID	84266
Q96BT7	GeneID	91801
Q6UXT8	GeneID	389658
Q6UX46	GeneID	285016
Q6ZNB7	GeneID	392636
Q9UM73	GeneID	238
Q8N6M5	GeneID	55821
Q8TCU4	GeneID	7840
Q96QP1	GeneID	80216
Q86TB3	GeneID	115701
Q96L96	GeneID	57538
P55789	GeneID	2671
Q96Q42	GeneID	57679
P35858	GeneID	3483
Q15699	GeneID	8092
O95076	GeneID	257
Q9H161	GeneID	60529
Q9UHK6	GeneID	23600
Q9NP70	GeneID	258
P02760	GeneID	259
P19021	GeneID	5066
Q99217	GeneID	265
Q99218	GeneID	266
Q5JTC6	GeneID	139285
Q8N7J2	GeneID	219287
Q8N944	GeneID	205147
Q6DCA0	GeneID	83607
Q9UKV5	GeneID	267
Q86WK6	GeneID	57463
Q86SJ2	GeneID	347902
Q86WK7	GeneID	386724
Q16671	GeneID	269
Q9Y4X0	GeneID	9949
Q8IY45	GeneID	196394
Q9BXJ7	GeneID	81693
Q8IY63	GeneID	154810
Q9Y2J4	GeneID	51421
Q4VCS5	GeneID	154796
Q9H4A4	GeneID	6051
P23109	GeneID	270
Q01433	GeneID	271
Q01432	GeneID	272
Q07075	GeneID	2028
P49418	GeneID	273
P28838	GeneID	51056
P15144	GeneID	290
Q8N6M6	GeneID	84909
Q6Q4G3	GeneID	206338
Q9C0C7	GeneID	55626
P30533	GeneID	4043
Q6UX39	GeneID	401138
P0DUB6	GeneID	276
P0DUB6	GeneID	277
P0DUB6	GeneID	278
P0DTE7	GeneID	276
P0DTE7	GeneID	277
P0DTE7	GeneID	278
P0DTE8	GeneID	276
P0DTE8	GeneID	277
P0DTE8	GeneID	278
P19961	GeneID	280
P04746	GeneID	279
Q400G9	GeneID	155185
Q86W34	GeneID	51321
Q8IZ07	GeneID	88455
Q86YJ7	GeneID	124930
Q8N6S4	GeneID	81573
Q6ZTN6	GeneID	338692
Q8IVF6	GeneID	253650
Q9BXX3	GeneID	91074
P39687	GeneID	8125
Q92688	GeneID	10541
O95626	GeneID	23519
Q9BTT0	GeneID	81611
A6NCL7	GeneID	651746
Q69YU3	GeneID	284615
A5PLL1	GeneID	340120
P0C6C1	GeneID	390616
A6QL64	GeneID	375248
Q8N2N9	GeneID	57730
P54802	GeneID	4669
Q9UJX6	GeneID	29882
Q96K21	GeneID	84936
P10275	GeneID	367
P16860	GeneID	4879
P23582	GeneID	4880
Q9P2R3	GeneID	51479
P01160	GeneID	4878
Q9UNK9	GeneID	23357
Q5VTE6	GeneID	90806
P03950	GeneID	283
O95841	GeneID	9068
Q9UKU9	GeneID	23452
Q9Y5C1	GeneID	27329
Q9BY76	GeneID	51129
Q86XS5	GeneID	253935
Q8NI99	GeneID	83854
O43827	GeneID	10218
Q6UXH0	GeneID	55908
Q15389	GeneID	284
O15123	GeneID	285
Q9Y264	GeneID	51378
P01019	GeneID	183
E9PGG2	GeneID	647589
P16157	GeneID	286
Q01484	GeneID	287
Q12955	GeneID	288
Q7Z5J8	GeneID	150709
Q9NU02	GeneID	63926
Q8N957	GeneID	162282
Q8IWZ3	GeneID	54882
Q9HCJ1	GeneID	56172
Q8NFD2	GeneID	255239
Q8NAG6	GeneID	126549
Q86XL3	GeneID	23141
Q9BQD7	GeneID	65990
Q15327	GeneID	27063
Q9GZV1	GeneID	26287
Q9Y2G4	GeneID	22881
Q92527	GeneID	56311
Q96BM1	GeneID	122416
Q6ZW76	GeneID	124401
Q68DC2	GeneID	203286
A6NFN9	GeneID	389161
Q9P2S6	GeneID	51281
Q8IV38	GeneID	57037
Q9H8Y5	GeneID	55139
Q9NQW6	GeneID	54443
Q99873	GeneID	3276
P55345	GeneID	3275
O60678	GeneID	10196
O14744	GeneID	10419
Q96LA8	GeneID	55170
Q9NVM4	GeneID	54496
Q9NR22	GeneID	56341
Q6P2P2	GeneID	90826
Q9NW15	GeneID	55129
Q5XXA6	GeneID	55107
Q9NQ90	GeneID	57101
Q9BYT9	GeneID	63982
Q32M45	GeneID	121601
Q75V66	GeneID	203859
Q4KMQ2	GeneID	196527
Q6IWH7	GeneID	50636
Q9HCE9	GeneID	57719
A1A5B4	GeneID	338440
P16066	GeneID	4881
P20594	GeneID	4882
P17342	GeneID	4883
Q9NXR5	GeneID	55608
Q6UB99	GeneID	29123
Q6UB98	GeneID	23253
Q6P6B7	GeneID	54522
O75179	GeneID	26057
Q5VYY1	GeneID	118932
Q86SG2	GeneID	200539
Q8TF21	GeneID	170961
Q9UPS8	GeneID	22852
Q96NW4	GeneID	84079
O15084	GeneID	23243
Q8N6D5	GeneID	147463
Q8N7Z5	GeneID	256006
Q8N283	GeneID	148741
Q7Z713	GeneID	353322
Q53RE8	GeneID	51239
Q6AI12	GeneID	91369
Q8N9B4	GeneID	338699
Q8N8A2	GeneID	91526
Q5TZF3	GeneID	339416
Q86W74	GeneID	157567
Q8WVL7	GeneID	54851
Q9ULJ7	GeneID	57182
Q8NB46	GeneID	283373
Q8N9V6	GeneID	79998
Q6NXT1	GeneID	129138
Q3KP44	GeneID	79722
Q9BZ19	GeneID	140731
A6NGH8	GeneID	100310846
A6NC57	GeneID	342850
C9JTQ0	GeneID	100131244
E5RJM6	GeneID	441869
B4E2M5	GeneID	100287718
Q9H9E1	GeneID	57763
Q92625	GeneID	23294
Q7Z6G8	GeneID	56899
Q8N8V4	GeneID	257629
P01008	GeneID	462
Q9H6X2	GeneID	84168
P58335	GeneID	118429
A6NF34	GeneID	195977
Q9UJ72	GeneID	11199
P50995	GeneID	311
P27216	GeneID	312
P04083	GeneID	301
P07355	GeneID	302
P12429	GeneID	306
P09525	GeneID	307
P08758	GeneID	308
P08133	GeneID	309
P20073	GeneID	310
P13928	GeneID	653145
P13928	GeneID	728113
O76027	GeneID	8416
P28039	GeneID	313
P19801	GeneID	26
O75106	GeneID	314
Q16853	GeneID	8639
P21397	GeneID	4128
P27338	GeneID	4129
Q06278	GeneID	316
O60641	GeneID	9892
Q63HQ0	GeneID	55435
Q10567	GeneID	162
O43747	GeneID	164
O75843	GeneID	8906
Q9BXS5	GeneID	8907
Q9Y6Q5	GeneID	10053
P61966	GeneID	1174
P56377	GeneID	8905
Q96PC3	GeneID	130340
O95782	GeneID	160
O94973	GeneID	161
P05549	GeneID	7020
P63010	GeneID	163
Q92481	GeneID	7021
Q92754	GeneID	7022
Q7Z6R9	GeneID	83741
Q6VUC0	GeneID	339488
Q96CW1	GeneID	1173
P53680	GeneID	1175
O00203	GeneID	8546
Q13367	GeneID	8120
O14617	GeneID	8943
Q9Y2T2	GeneID	26985
P53677	GeneID	10947
Q92572	GeneID	1176
P59780	GeneID	10239
Q96N21	GeneID	146705
P50583	GeneID	318
Q9Y6B7	GeneID	10717
Q9UPM8	GeneID	23431
O00189	GeneID	9179
Q9Y587	GeneID	11154
Q2VPB7	GeneID	91056
Q9H0R1	GeneID	55745
Q9NUS5	GeneID	55317
O43299	GeneID	9907
O14727	GeneID	317
Q02410	GeneID	320
Q99767	GeneID	321
O96018	GeneID	9546
O00213	GeneID	322
Q92870	GeneID	323
O95704	GeneID	10307
Q92624	GeneID	10513
Q9UM13	GeneID	10393
Q9NYG5	GeneID	51529
Q9BS18	GeneID	25847
P60006	GeneID	25906
Q96DE5	GeneID	119504
Q9H1A4	GeneID	64682
Q9UJX5	GeneID	29945
Q9UJX4	GeneID	51433
Q9UJX3	GeneID	51434
Q8J025	GeneID	147495
Q8NCL9	GeneID	164284
O95996	GeneID	10297
P25054	GeneID	324
Q9ULZ1	GeneID	8862
P27695	GeneID	328
Q9UBZ4	GeneID	27301
Q96BI3	GeneID	51107
Q8WW43	GeneID	83464
Q9BZZ5	GeneID	8539
P35414	GeneID	187
Q96LR9	GeneID	81575
Q8IW19	GeneID	200558
P51693	GeneID	333
Q06481	GeneID	334
Q9HDC9	GeneID	57136
P02647	GeneID	335
P02652	GeneID	336
P06727	GeneID	337
Q6Q788	GeneID	116519
P08519	GeneID	4018
Q0VD83	GeneID	55911
P04114	GeneID	338
P02654	GeneID	341
P02655	GeneID	344
P02656	GeneID	345
P55056	GeneID	346
P05090	GeneID	347
P02649	GeneID	348
Q13790	GeneID	319
P02749	GeneID	350
O14791	GeneID	8542
Q9BQE5	GeneID	23780
O95236	GeneID	80833
Q9BPW4	GeneID	80832
Q9BWW9	GeneID	80831
Q9BWW8	GeneID	80830
O95445	GeneID	55937
F7VJQ1	GeneID	5621
Q53RT3	GeneID	151516
Q13794	GeneID	5366
Q7Z2E3	GeneID	54840
P07741	GeneID	353
Q8IXF9	GeneID	375318
A6NM10	GeneID	653437
Q96PS8	GeneID	89872
Q8NBQ7	GeneID	282679
P29972	GeneID	358
P41181	GeneID	359
Q92482	GeneID	360
P55087	GeneID	361
P55064	GeneID	362
Q13520	GeneID	363
A0A075B734	GeneID	100509620
O14520	GeneID	364
O94778	GeneID	343
O43315	GeneID	366
O60306	GeneID	9716
Q5H913	GeneID	392509
Q3SXY8	GeneID	200894
Q9Y2Y0	GeneID	23568
Q15041	GeneID	23204
Q66PJ3	GeneID	51329
Q8N6S5	GeneID	151188
P10398	GeneID	369
Q6UW56	GeneID	51374
Q96P48	GeneID	116985
Q8WZ64	GeneID	116984
Q8WWN8	GeneID	64411
Q8WUF8	GeneID	83989
P25098	GeneID	156
P35626	GeneID	157
Q92747	GeneID	10552
O15143	GeneID	10095
Q8IWT0	GeneID	339487
Q7LC44	GeneID	23237
P15514	GeneID	374
O15033	GeneID	9870
P84077	GeneID	375
P61204	GeneID	377
P18085	GeneID	378
P84085	GeneID	381
P62330	GeneID	382
Q8N6T3	GeneID	55738
Q8N6H7	GeneID	84364
Q9NP61	GeneID	26286
P53367	GeneID	27236
P53365	GeneID	23647
Q13795	GeneID	10139
Q8N726	GeneID	1029
Q8N1W1	GeneID	64283
A8MVX0	GeneID	100271715
A5YM69	GeneID	445328
Q8N4T4	GeneID	84904
Q9HCE6	GeneID	55160
A6NJG6	GeneID	503582
P05089	GeneID	383
P78540	GeneID	384
Q9NWB6	GeneID	55082
A1IGU5	GeneID	389337
Q9NXL2	GeneID	54848
Q8TER5	GeneID	55701
Q92888	GeneID	9138
Q92974	GeneID	9181
Q9NR81	GeneID	50650
Q9NR80	GeneID	50649
Q12774	GeneID	7984
Q15052	GeneID	9459
Q14155	GeneID	8874
Q7Z628	GeneID	10276
O43307	GeneID	23229
O15013	GeneID	9639
O15085	GeneID	9826
Q9NZN5	GeneID	23365
O94989	GeneID	22899
Q5VV41	GeneID	27237
Q96PE2	GeneID	9828
Q6ZSZ5	GeneID	23370
Q8IW93	GeneID	128272
Q86VW2	GeneID	115557
Q96DR7	GeneID	26084
Q8NDY3	GeneID	113622
Q5SW96	GeneID	26119
O14497	GeneID	8289
Q8NFD5	GeneID	57492
Q9Y4X5	GeneID	25820
O95376	GeneID	10425
Q99856	GeneID	1820
Q8IVW6	GeneID	10620
A6NKF2	GeneID	138715
P29374	GeneID	5926
Q4LE39	GeneID	51742
Q03989	GeneID	10865
Q14865	GeneID	84159
Q68CP9	GeneID	196528
